136.08 160.49 1 2
145.74 133.41 1 1
162.3 167.92 2 2
111.58 108.17 0 0
181.03 184.56 3 3
115.55 110.14 0 0
195.99 131.58 3 1
149.11 163.7 1 2
163.54 174.52 2 2
170.43 187.64 2 3
190.41 183.16 3 3
183 112.3 3 0
177.13 117.06 3 0
159.67 109.49 2 0
158.02 161.49 2 2
155.32 163.06 2 2
113.28 190.43 0 3
161.27 113.84 2 0
188.19 190.59 3 3
163.61 116.54 2 0
167.83 113.19 2 0
113.93 184.03 0 3
184.54 115.34 3 0
161.43 129.68 2 0
167.1 160.51 2 2
113.59 109.94 0 0
188.03 159.86 3 2
181.96 112.59 3 0
104.83 158.13 0 2
187.77 140.18 3 1
108.73 110.46 0 0
142.08 159.51 1 2
163.64 189.17 2 3
119.86 161.92 0 2
187.61 189.84 3 3
178.56 169.2 3 2
185.71 109.68 3 0
170.1 189.73 2 3
100.64 181.57 0 3
162.56 132.16 2 1
183.67 189.99 3 3
124.55 158.96 1 2
193.95 179.05 3 3
111.88 159.99 0 2
179.56 135.69 3 1
109.78 169.86 0 2
159.84 109.45 2 0
108.67 163.73 0 2
108.15 102.15 0 0
141.71 184.54 1 3
190.96 111.08 3 0
110.11 132.58 0 1
107.8 134.09 0 1
105.56 140.57 0 1
160.05 121.32 2 0
190.23 110.8 3 0
111.84 138.61 0 1
164.86 111.97 2 0
110.74 139.92 0 1
113.01 162.11 0 2
191.13 190.99 3 3
188.16 136.96 3 1
192.98 185.73 3 3
136.8 138.94 1 1
136.4 173.35 1 2
185.3 162.7 3 2
191.29 167.51 3 2
165.04 112.5 2 0
160.31 135.42 2 1
112.89 140.83 0 1
141.19 101.31 1 0
131.99 135.38 1 1
164.89 121.63 2 0
145.49 162.99 1 2
140.68 160.94 1 2
198.81 164.66 3 2
115.12 109.14 0 0
140.12 118.58 1 0
165.82 200.08 2 3
166.14 133.01 2 1
119.81 167.93 0 2
115.57 162.29 0 2
171.28 164.77 2 2
155.41 191.23 2 3
140.7 137.66 1 1
135.33 160.38 1 2
161.44 161.21 2 2
192.78 134.92 3 1
118.91 194.02 0 3
127.08 143.23 1 1
165.99 114.22 2 0
139.78 133.4 1 1
115.92 158.44 0 2
108.73 155.44 0 2
141.68 134.47 1 1
134.41 142 1 1
166.99 167.05 2 2
185.41 110.03 3 0
161.01 195.4 2 3
123.67 114.8 0 0
154.19 174.29 2 2
169.43 138.6 2 1
138.02 183.4 1 3
167.66 144.27 2 1
165.35 156.99 2 2
188.49 184.96 3 3
153.39 185.68 1 3
165.02 141.9 2 1
180.44 193.33 3 3
136.01 162.71 1 2
113.8 184.79 0 3
113.03 105.74 0 0
167.15 164.03 2 2
167.16 111.99 2 0
109.88 166.56 0 2
188.78 183.73 3 3
161.18 165.71 2 2
187 160.75 3 2
190.45 186.17 3 3
164.43 152.83 2 2
103.09 167.81 0 2
161.49 142.35 2 1
113.64 186.17 0 3
115.93 104.35 0 0
167.8 135.56 2 1
189.07 192.09 3 3
141.06 140.14 1 1
142.42 176.85 1 3
164.37 116.84 2 0
105.56 142.19 0 1
162.77 191.83 2 3
112.83 168.56 0 2
148.2 166.64 1 2
139.89 159.15 1 2
139.92 131.47 1 1
135.15 189.74 1 3
162.02 167.08 2 2
180.38 160.84 3 2
110.88 111.85 0 0
113.01 156.23 0 2
196.79 157.75 3 2
128.67 167.62 1 2
129.96 145.06 1 1
191.42 136.63 3 1
168.92 141.1 2 1
153.95 186.61 2 3
119.96 163.19 0 2
161.7 150.27 2 1
160.88 187.11 2 3
165.67 105.83 2 0
103.82 120.02 0 0
163.9 167.69 2 2
155.27 113.91 2 0
102.06 188.34 0 3
112 144.95 0 1
144.07 188.49 1 3
190.38 132.84 3 1
110.43 136.69 0 1
174.24 162.9 2 2
188.28 120.53 3 0
157.92 160.98 2 2
170.02 118.27 2 0
107.05 187.16 0 3
190.1 163.59 3 2
183.03 151.22 3 2
186.72 141.2 3 1
115.18 110.75 0 0
135.58 133.48 1 1
162.67 115.8 2 0
186.62 139.79 3 1
140.78 131.86 1 1
112.61 106.35 0 0
185.51 115.98 3 0
114 190.12 0 3
109.85 201.07 0 3
167.67 132.2 2 1
136.81 104.73 1 0
167.2 190.3 2 3
147.15 104.4 1 0
173.91 132.91 2 1
130.93 187.03 1 3
184.99 185.77 3 3
107.34 158.24 0 2
157.26 163.61 2 2
117.59 134.92 0 1
163.61 134.08 2 1
185.68 159.49 3 2
118.34 155.76 0 2
186.02 131.9 3 1
191.43 145.25 3 1
139.35 128.29 1 1
184.09 183.32 3 3
141.2 184.6 1 3
194.99 138.17 3 1
111.49 176.48 0 3
137.61 115.84 1 0
112.65 185.25 0 3
133.55 110.47 1 0
133.88 153.83 1 2
109.81 132.53 0 1
164.07 194.54 2 3
147.89 135.23 1 1
141.45 162.06 1 2
156.61 109.44 2 0
160.22 112.65 2 0
161.36 182.91 2 3
192.16 183.1 3 3
162.86 162.85 2 2
119.16 153.53 0 2
108.29 180.82 0 3
178.97 117.41 3 0
188.42 137.84 3 1
163.86 187.32 2 3
110.51 167.18 0 2
170.11 137.64 2 1
187.94 165.51 3 2
136.3 180.83 1 3
185.87 129.79 3 1
145.84 179.15 1 3
109.02 135.79 0 1
137.06 155.88 1 2
188.36 168.92 3 2
194.69 129.94 3 1
138.48 163.13 1 2
116.72 131.28 0 1
184.27 118.52 3 0
111.07 106.6 0 0
153.07 154.59 2 2
149.53 140.04 1 1
181.19 130.57 3 1
198.21 185.47 3 3
192.63 139.72 3 1
138.37 167.16 1 2
140.86 106.56 1 0
113.18 157.21 0 2
100.48 160.57 0 2
168.85 178.26 2 3
163.4 190.92 2 3
186.75 150.38 3 2
109.13 130.68 0 1
136.27 148.07 1 1
160.64 115.3 2 0
193.62 123.89 3 0
112.72 190.4 0 3
189.38 110.26 3 0
144.99 166.48 1 2
109.83 190.54 0 3
114.56 122.85 0 0
166.82 113.91 2 0
182.22 137.14 3 1
137.2 163.18 1 2
126.95 186.05 1 3
140.55 114.45 1 0
183.47 161.54 3 2
114.75 169.42 0 2
183.03 185.09 3 3
134.5 157.39 1 2
133.98 187.97 1 3
159.18 141.13 2 1
163.47 111.2 2 0
162.75 170.65 2 2
159.68 160.42 2 2
111.92 164.91 0 2
182.77 185.75 3 3
163.2 141.1 2 1
133.71 163.31 1 2
107.28 103.05 0 0
166.59 146.08 2 1
182.85 189.9 3 3
144.35 108.66 1 0
135.26 193.8 1 3
136.05 190.29 1 3
107.79 131.25 0 1
183.13 161.57 3 2
165.48 116.39 2 0
140.15 136.54 1 1
114.48 148.49 0 2
182.22 111.96 3 0
133.44 103.61 1 0
183.82 166.72 3 2
113.7 105.37 0 0
187.74 182.57 3 3
137.9 112.86 1 0
164.55 144.05 2 1
133.86 111.47 1 0
181.98 110.18 3 0
157.44 164.92 2 2
175.01 115.98 3 0
166.9 105.67 2 0
110.24 171.02 0 2
193.82 112.65 3 0
113.46 167 0 2
113.26 134.07 0 1
132.75 158.91 1 2
190.63 132.27 3 1
136.06 105.55 1 0
137.8 129.66 1 1
105.99 120.97 0 0
106.37 193.41 0 3
111.91 194.48 0 3
129.25 168.46 1 2
108.64 158.49 0 2
193.67 185.19 3 3
121.93 136.78 0 1
166.25 180.81 2 3
110.85 186.99 0 3
191.78 127.86 3 1
182.79 163.98 3 2
195.33 138.96 3 1
159.89 142.31 2 1
133.27 109.58 1 0
119.41 117.61 0 0
137.06 156.08 1 2
195.33 134.97 3 1
108.9 165.28 0 2
147.84 137.87 1 1
115.6 159.88 0 2
154.19 133.78 2 1
158.46 114.5 2 0
111.86 146.57 0 2
111.12 134.32 0 1
195.17 168.11 3 2
100.76 166.55 0 2
134.07 142.59 1 1
145.68 114.91 1 0
143.92 182.16 1 3
159.16 154.17 2 2
134.45 142.16 1 1
115.7 133.88 0 1
189.79 111.18 3 0
140.55 139.52 1 1
167.11 168.01 2 2
153.7 122.88 2 0
114.85 152.66 0 2
188.16 114.81 3 0
117.07 111.36 0 0
106.62 108.62 0 0
164.16 189.12 2 3
184.25 130.04 3 1
187.46 114.07 3 0
164.95 137.68 2 1
185.2 109.52 3 0
136.74 163.02 1 2
165.27 114.84 2 0
185.88 104.45 3 0
140.24 154.8 1 2
110.08 185.78 0 3
190.48 166.73 3 2
140.18 164.67 1 2
134.92 190.62 1 3
110.51 108.16 0 0
183.22 143.16 3 1
160.64 163.09 2 2
185.71 136.34 3 1
131.71 137.2 1 1
180.61 171.34 3 3
121.04 143.12 0 1
99.843 164.61 0 2
191.18 161.65 3 2
185.4 182.9 3 3
191.58 162.95 3 2
181.46 138.38 3 1
129.85 108.17 1 0
195.26 187.25 3 3
174.81 118.66 2 0
135.99 162.21 1 2
158.66 159.7 2 2
111.42 129.97 0 1
159.64 162.99 2 2
139.94 188.83 1 3
119.6 186.24 0 3
155.31 163.98 2 2
161 191.55 2 3
112.86 152.89 0 2
178.25 164.47 3 2
112.89 189.54 0 3
105.25 146.98 0 1
112.49 163.9 0 2
136.18 187.53 1 3
161.08 185.28 2 3
131.8 103.68 1 0
121.34 134.13 0 1
154.63 188.41 2 3
168.26 108.92 2 0
112.42 162.07 0 2
187.15 194.09 3 3
135.49 182.86 1 3
169.02 133.52 2 1
119.51 189.57 0 3
142.07 138.62 1 1
168.01 132.55 2 1
136.69 171.14 1 2
189.04 109.98 3 0
162.69 107.66 2 0
144.11 186.69 1 3
167.12 133.83 2 1
141.12 189.73 1 3
130.96 109.09 1 0
161.84 192.19 2 3
188.05 136.35 3 1
163.73 112.41 2 0
184.77 169.64 3 2
189.56 111.16 3 0
161.97 166.36 2 2
183.08 186.27 3 3
115.23 174.49 0 2
187.09 120.62 3 0
140.87 159.02 1 2
135.42 183.59 1 3
135.45 191.16 1 3
183.59 164.66 3 2
135.88 108.7 1 0
113.93 138.44 0 1
136.51 165.96 1 2
181.24 183.26 3 3
186.33 139.91 3 1
161.79 112.24 2 0
189.62 138.1 3 1
143.03 134.48 1 1
115.07 161.89 0 2
185.38 122.18 3 0
115.15 159.01 0 2
182.43 198.97 3 3
187.59 118.08 3 0
140.12 143.9 1 1
141.89 190.33 1 3
100.5 187.78 0 3
110.46 137.83 0 1
116.9 146.26 0 1
186.31 111.73 3 0
106.2 164.59 0 2
105.13 140.17 0 1
165.09 106.96 2 0
118.89 193.94 0 3
195.66 156.68 3 2
106.85 134.52 0 1
167.18 164.62 2 2
143.54 173.63 1 2
160.15 134.43 2 1
190.35 155.97 3 2
114.07 196.01 0 3
186.6 107.83 3 0
108.68 157.69 0 2
114.15 128.05 0 1
167.44 161.16 2 2
131.41 111.46 1 0
135.4 166.32 1 2
159.07 134.56 2 1
117.8 160.21 0 2
120.17 119.8 0 0
150.21 181.36 2 3
167.25 179.99 2 3
193.7 106.94 3 0
107.44 113.95 0 0
111.53 135.79 0 1
105.05 116.04 0 0
136.61 133.82 1 1
183.39 114.48 3 0
193.56 145.94 3 1
134.89 116.59 1 0
145.97 163.16 1 2
163.85 195.65 2 3
111.04 138.89 0 1
135.98 145.18 1 1
172.92 114.36 2 0
118.71 142.93 0 1
109.81 165.41 0 2
162.73 158.53 2 2
117.41 116.55 0 0
115.55 135.23 0 1
145.62 165.88 1 2
130.48 174.33 1 2
176.97 186.66 3 3
189.63 189.83 3 3
161.36 146.78 2 1
158.6 172.47 2 2
186.68 122.56 3 1
142.11 187.52 1 3
191.59 192.35 3 3
140.38 110.68 1 0
132.28 186.16 1 3
182.2 186.76 3 3
139.45 112.31 1 0
114.33 159.59 0 2
134.81 129.98 1 1
111.07 135.78 0 1
109.49 190.55 0 3
137.09 164.98 1 2
111.58 113.18 0 0
190.76 107.75 3 0
190.46 113.58 3 0
192.03 115.4 3 0
108.78 195.79 0 3
138.31 194.94 1 3
162.96 115.74 2 0
150.05 114.76 2 0
164.04 138.09 2 1
146.28 196.66 1 3
133.83 140.72 1 1
165.41 115.45 2 0
161.17 110.01 2 0
158.52 178.03 2 3
175.8 115.82 2 0
103.12 112.87 0 0
164.84 112.37 2 0
155.25 111.36 2 0
166.18 115.22 2 0
138.21 150.64 1 1
191.1 185.71 3 3
184.54 135 3 1
129.05 138.33 1 1
166.18 138.92 2 1
119.47 188.76 0 3
133.91 158.54 1 2
109.21 135.92 0 1
175.83 114.16 3 0
164.46 186.87 2 3
140.48 138.11 1 1
137.08 137.02 1 1
181.36 113.06 3 0
160.79 188.08 2 3
184.34 172.99 3 2
167.63 107.57 2 0
108.2 105.76 0 0
118.01 113.11 0 0
111.38 136.54 0 1
132.1 140.26 1 1
136.19 181.28 1 3
109.56 164.72 0 2
143.36 163.12 1 2
163.49 158.47 2 2
178.79 164.35 3 2
156.36 163.72 2 2
153.33 107.32 2 0
107.82 138.07 0 1
137.78 182.94 1 3
112.26 186.37 0 3
134.7 162.38 1 2
190.24 152.86 3 2
142.45 132.24 1 1
109.87 170.24 0 2
116.23 136.28 0 1
170.56 190.85 2 3
158.94 183.74 2 3
165.47 113.25 2 0
144.36 190.41 1 3
112.68 183.21 0 3
109.2 143.61 0 1
188.29 184.72 3 3
151.77 166.93 2 2
108.03 163.63 0 2
137.97 166.05 1 2
117.75 158.99 0 2
135.16 185.57 1 3
184.28 147.01 3 1
139.97 184.31 1 3
183.42 140.55 3 1
113.05 128.73 0 1
190.41 184.9 3 3
185.48 194.03 3 3
158.59 143.7 2 1
168.48 163.18 2 2
160.01 190.66 2 3
186.4 123.01 3 0
185.49 112.65 3 0
130.89 110.04 1 0
159.22 139.04 2 1
190.28 184.23 3 3
136.47 162.07 1 2
136.08 135.31 1 1
108.72 119.48 0 0
107.32 152.85 0 1
158.94 111.49 2 0
189.75 109.34 3 0
121.73 179.61 0 3
109.54 185.31 0 3
194.83 160.03 3 2
113.05 157.51 0 2
130.39 190.01 1 3
117.86 185.92 0 3
183.01 181.89 3 3
167.81 112.27 2 0
135.73 115.33 1 0
170.22 174.59 2 2
157.94 187.37 2 3
195.1 165.16 3 2
138.59 131.67 1 1
106.61 162.84 0 2
158.43 185.16 2 3
182.75 165.96 3 2
180.31 113.57 3 0
165.72 166.05 2 2
169.32 186.31 2 3
152.22 185.85 2 3
193.62 160.1 3 2
186.43 133.91 3 1
132.25 123.21 1 0
140.02 164.15 1 2
107.51 162.95 0 2
189.59 131.72 3 1
113.37 182.17 0 3
132.04 132.45 1 1
108.36 162.22 0 2
165.79 164.14 2 2
112.53 143.94 0 1
180.23 145 3 1
183.37 192.48 3 3
191.47 141.27 3 1
114.27 107.55 0 0
134.4 151.31 1 2
182.12 191.75 3 3
191.15 161.15 3 2
187.24 110.46 3 0
107.61 188.51 0 3
182.51 170.76 3 2
171.05 142.75 2 1
125.13 185.67 0 3
102.82 176.68 0 3
133.48 133.64 1 1
142.92 130.49 1 1
178.15 119.93 3 0
164.04 117.11 2 0
142.63 136.2 1 1
102.47 141.16 0 1
191.22 162.01 3 2
125.96 184.22 0 3
109.25 161.33 0 2
138.44 128.82 1 1
104.43 166.87 0 2
183 114.96 3 0
167.07 159.04 2 2
183.93 182.03 3 3
161.95 137.96 2 1
158.93 189.18 2 3
155.67 158.88 2 2
151.63 128.72 2 1
113.49 138.04 0 1
186.98 106.72 3 0
166.71 165.65 2 2
143.75 183.77 1 3
145.85 138.63 1 1
115.84 189.35 0 3
188.09 137.8 3 1
160.79 170.01 2 2
111.57 184.89 0 3
133.11 179.9 1 3
166.53 181.6 2 3
192.2 108.84 3 0
188.59 172.66 3 2
187.94 111.53 3 0
197.12 165.05 3 2
157.78 131.76 2 1
135.41 104.62 1 0
161.58 186.03 2 3
141.67 105.83 1 0
124.44 112.56 0 0
131.89 171.2 1 2
175.9 163.02 3 2
106.7 193.43 0 3
113.2 162.34 0 2
132.55 136.58 1 1
178.82 166.47 3 2
130.55 158.47 1 2
141.2 183.41 1 3
110.03 130.85 0 1
107.79 186.66 0 3
163.54 158.73 2 2
119.09 189.19 0 3
191.28 179.56 3 3
188.08 107.92 3 0
163.32 110.62 2 0
160.55 160.4 2 2
114.32 137.83 0 1
139.7 186.74 1 3
137.31 192.5 1 3
185.39 154.23 3 2
165.1 172.11 2 2
113.32 113.08 0 0
107.84 187.71 0 3
157.88 114.71 2 0
193.72 111.39 3 0
110.25 165.43 0 2
136.05 138.73 1 1
166.01 190.98 2 3
161.43 104.69 2 0
109.07 137.29 0 1
175.55 113.09 2 0
185.63 161.21 3 2
136.13 112.64 1 0
188.63 158.23 3 2
194.38 119.55 3 0
157.6 192.07 2 3
180.33 165.4 3 2
165.47 189.3 2 3
138.97 154.68 1 2
132.99 198.19 1 3
191.63 190.09 3 3
192.08 135.75 3 1
129.99 116.26 1 0
186.14 108.05 3 0
108.04 178.63 0 3
188.45 135.21 3 1
120.2 138.41 0 1
111.59 158.08 0 2
162.75 131.45 2 1
189.95 182.35 3 3
111.11 162.52 0 2
187.58 111.99 3 0
109.35 130.61 0 1
183.45 117.05 3 0
139.02 181.01 1 3
140.87 134.41 1 1
113.18 182.18 0 3
105.96 143.44 0 1
182.32 166.91 3 2
167.41 112.97 2 0
160.02 177.71 2 3
188.07 163.92 3 2
182.67 162.59 3 2
160.8 175.12 2 3
162.8 185.1 2 3
189.61 107.92 3 0
170.47 166.02 2 2
166.95 182.12 2 3
167.72 113.06 2 0
187.83 194.19 3 3
182.8 154.15 3 2
119.34 155.6 0 2
160.75 145.55 2 1
144.66 186.16 1 3
134.44 188.86 1 3
185.03 144.21 3 1
119.24 168.85 0 2
155.86 108.6 2 0
161.89 137.62 2 1
136.77 113.95 1 0
192.15 167.13 3 2
136.3 158.34 1 2
188.73 167.38 3 2
119.66 130.63 0 1
115.59 120.55 0 0
165.42 137.09 2 1
190.4 115.92 3 0
142.11 137 1 1
189.15 187.86 3 3
156.63 190.21 2 3
165.09 195.46 2 3
117.98 173.34 0 2
154.19 151.15 2 1
139.06 160.84 1 2
185.95 143.27 3 1
199.43 105 3 0
187.99 121.69 3 0
148.35 185.28 1 3
118.39 162.96 0 2
